movie_title,genres,director_name,actor_1,actor_2,actor_3
Aaj Aur Kal,"Comedy, Sci-Fi",Khwaja Ahmad Abbas,Nayantara,Shyam,Rashid Ahmed
Aaj Aur Kal,"Drama, Romance",Vasant Joglekar,Ashok Kumar,Sunil Dutt,Nanda
Aaj Jaana Hai Ke Pyaar Kya Ha,Romance,Vikram Naaru,Arun Bakshi,Bharat Kapoor,Shakti Kapoor
Aaj Ka Aladdin,,Nagendra Majumdar,,,
Aaj Ka Andha Kanoon,Action,Amit Chandra Sahay,Sudesh Berry,Priyanka Upendra,Aman Jalali
Aaj Ka Arjun,"Action, Crime, Drama",K.C. Bokadia,Amitabh Bachchan,Jaya Prada,Radhika Sarathkumar
Aaj Ka Daur,"Action, Drama",K. Bapaiah,Jackie Shroff,Padmini Kolhapure,Nirupa Roy
Aaj Ka Farhad,,Balwant Joshi,Zohra,,
Aaj Ka Gang Leader,Action,Kodanda Rami Reddy A.,Bhanupriya,Chiranjeevi,Radha
Aaj Ka Goonda Raaj,"Action, Thriller",Ravi Raja Pinisetty,Chiranjeevi,Meenakshi Sheshadri,Raj Babbar
Aaj Ka Gunda,"Action, Thriller",Kanti Shah,Dharmendra,Mohan Joshi,Shakti Kapoor
Aaj Ka Gunda,Action,Ravi Raja Pinisetty,Chiranjeevi,Radha,Vijayshanti
Aaj Ka Gunda Raaj,Action,Mahesh Anand,Tanikella Bharani,Gulshan Grover,Milind Gunaji
Aaj Ka Hindustan,,Jayant Desai,Rose,Prithviraj Kapoor,Ishwarlal
Aaj Ka Inteqaam,Thriller,Rajni Bala,Jainendra,Jamuna,Neela
Aaj Ka Krantiveer,Action,Jayasudha,Nassar,Soundarya,Vijayakanth
Aaj Ka Laawaris,Action,Arjun Sarja,Jagapathi Babu,Gajala,Vija Kumar
Aaj Ka Mahaatma,"Action, Romance",Kundan Kumar,Randhir Kapoor,Rekha,Ranjeet
Aaj Ka Maseeha,Action,Sahil Surti,Rakesh Bedi,Brahmachari,Jamuna
Aaj Ka Nanha Farishta,"Action, Crime, Thriller",Pratap Barot,Ishrat Ali,Vikas Anand,Raj Babbar
Aaj Ka Parshuram,Action,Satya Murthy G.,Nagendra,Disco Shanti,
Aaj Ka Ravan,"Action, Crime",Kasam Ali,Mithun Chakraborty,Gajendra Chauhan,Siddharth Dhawan
Aaj Ka Romeo,Action,Pavithran,Prabhu Deva,Sarath Kumar,Kushboo
Aaj Ka Samson,"Action, Romance",Kukoo Kapoor,Hemant Birje,Sahila Chaddha,Goga Kapoor
Aaj Ka Shahen Shah,Action,Kodanda Rami Reddy A.,Bhanupriya,Chiranjeevi,Manik Irani
Aaj Ka Ye Ghar,Drama,Surendra Shailaj,Jaymala Adarsh,Shreeram Lagoo,Romesh Sharma
Aaj Kaa M.L.A. Ram Avtar,"Action, Drama",Narayana Rao Dasari,Rajesh Khanna,Shabana Azmi,Deven Verma
Aaj Kal,,R.S. Choudhury,Jal Merchant,Shantakumari,
Aaj Ke Angaarey,"Action, Drama",Babbar Subhash,Vinod K. Verma,Hemant Birje,Archana Puran Singh
Aaj Ke Shahenshah,Action,Shibu Mitra,Jeetendra,Raj Babbar,Chunky Panday
Aaj Ke Sholey,Adventure,S.V. Rajendra Singh Babu,Jayanthi,Manjula,Amrish Puri
Aaj Ki Awaz,"Action, Drama, Crime",Ravi Chopra,Raj Babbar,Smita Patil,Rashmi Chauhan
Aaj Ki Baat,,Leela Chitnis,Ajit,Ajit Chitnis,Leela Chitnis
Aaj Ki Biwi,Drama,Ajay Kumar,Vijay Kumar,Jaishree Patel,
Aaj Ki Dhara,Drama,Mukul Dutt,Danny Denzongpa,Padma Khanna,Pradeep Kumar
Aaj Ki Duniya,Drama,G.P. Pawar,Jeevan,Trilok Kapoor,Nazir
Aaj Ki Jung,Action,Kodanda Rami Reddy A.,,,
Aaj Ki Pukar,Drama,,,,
Aaj Ki Raat,,D.D. Kashyap,Motilal,Suraiya,Lala Yaqoob
Aaj Ki Raat,Thriller,Madhuri,Pratap,Raghu,Ravi
Aaj Ki Taaqat,,Anil Nagrath,Jaya Mathur,Anil Nagrath,Sunil Puri
Aaj Ki Taaza Khabar,Comedy,Rajendra Bhatia,Radha Saluja,Kiran Kumar,I.S. Johar
Aaj Kie Aurat,"Action, Drama",Avtar Bhogal,Jeetendra,Dimple Kapadia,Sujata Mehta
Aaj Watan Ne Humen Pukara,Drama,,,,
Aaja Mere Mehboob,Romance,Rakesh Kakaria,,,
Aaja Mere Raja,Drama,Pradeep Chandra,Beena Banerjee,Amita Nangia,Moon Moon Sen
Aaja Meri Bahon Mein,Romance,,,,
Aaja Meri Jaan,Romance,Ketan Anand,Krishan Kumar,Tanya Singh,Shammi Kapoor
Aaja Nachle,"Drama, Family, Music",Anil Mehta,Madhuri Dixit,Darshan Jariwala,Raghuvir Yadav
Aaja Re O Sajana,"Drama, Romance",Tammu Hasan,Neelima Azim,Bob Christo,Puneet Issar
Aaja Sanam,"Drama, Romance",Yusuf Naqvi,Feroz Khan,Tanuja,Deven Verma
Aaja Sanam,"Drama, Romance",Mohnish Bahl,Chandni,Kulbhushan Kharbanda,Ranbir Pushp
Aakanksha,Drama,Dinkar Chowdhary,Om Puri,Pankaj Kapur,Sadashiv Amrapurkar
Aakhet,Drama,Ravi Buley,Tanima Bhattacharya,Narottam Bain,Rajnikant Singh
Aakhir,Comedy,K.K. Talwar,Jalal Agha,Kalpana Iyer,Jagdeep
Aakhir Kaun Thi Woh?,"Action, Mystery, Thriller",Bapu,Raj Babbar,Raza Murad,Sripradha
Aakhir Kyon?,Drama,J. Om Prakash,Rajesh Khanna,Smita Patil,Rakesh Roshan
Aakhree Raasta,"Action, Crime, Drama",Bhagyaraj,Amitabh Bachchan,Sridevi,Jaya Prada
Aakhri Adaalat,"Action, Thriller",Rajiv Mehra,Vinod Khanna,Dimple Kapadia,Jackie Shroff
Aakhri Baazi,"Action, Drama, Family",Ashim S. Samanta,Shatrughan Sinha,Moushumi Chatterjee,Govinda
Aakhri Badla,"Action, Crime, Drama",Mangal Chakravarty,Tom Alter,Yogeeta Bali,Abhi Bhattacharya
Aakhri Badla,Action,Meena Amani,Harikrishna,Rajeev Kanakala,Mumait Khan
Aakhri Cheekh,Horror,Kiran Ramsay,Vijayendra Ghatge,Javed Khan,Sripradha
Aakhri Chetawani,,Deva Dutta,Bharat Bhushan,Sudha Chandran,Amita Nangia
Aakhri Daao,"Action, Crime, Drama",A. Salaam,Jeetendra,Saira Banu,Padma Khanna
Aakhri Daku,Action,Prakash Mehra,Randhir Kapoor,Vinod Khanna,Rekha
Aakhri Dao,Comedy,Mahesh Kaul,Nutan,Shekhar,Jeevan
Aakhri Dastak,Drama,Kishore Dang,Aasif Sheikh,Preeti Bhutani,Raza Murad
Aakhri Galti,,Kamlabai Gokhale,,,
Aakhri Geet,,G.V. Iyer,G.V. Narayana Rao,Rekha,Krishna Swamy
Aakhri Ghulam,"Action, Crime, Drama",Shibu Mitra,Mithun Chakraborty,Sonam,Anupam Kher
Aakhri Goli,Action,Shibu Mitra,Sunil Dutt,Leena Chandavarkar,Farida Jalal
Aakhri Insaaf,"Action, Mystery",Kalidas,Mithun Chakraborty,Vijayendra Ghatge,Ashok Kumar
Aakhri Inteqam,Action,Rajesh Bakshi,Sudesh Berry,Anu Kashyap,Amit Pachori
Aakhri Kasam,"Action, Thriller",Dinesh-Ramanesh,Ramesh Puri,Vinod Mehra,Yogeeta Bali
Aakhri Khat,Drama,Chetan Anand,Rajesh Khanna,Indrani Mukherjee,Master Bunty
Aakhri Khwahish-Ek Gunah Ki,Thriller,Amrit Batra,Arun Bakshi,Ramesh Bhatkar,Dinesh Hingoo
Aakhri Mohabbat,Romance,Abhilasha,Girish,Ravi Menon,Raghu
Aakhri Mujra,"Drama, Musical",Hiren Nag,Asha Parekh,Vikram Makandar,Zarina Wahab
Aakhri Muqabla,Action,,,,
Aakhri Nishan,,S.A. Ashokan,Ram Chandran,Jyothi Lakshmi,
Aakhri Nishchay,Drama,K.C. Agarwal,Ratan Aulakh,Anil Chadha,Sudhir Dalvi
Aakhri Paigham,,Muzammil Khurshid,Muzammil Khurshid,Leela Mishra,Niranjan Sharma
Aakhri Raat,Thriller,Papu Bahruz,Sudhir Dalvi,Raj Devgan,Mushtaq Khan
Aakhri Sajda,Drama,Helen,Jagdeep,Murad,Maya Sinha
Aakhri Sangam,"Action, Romance",N.K. Vishwanathan,Nassar,Nirosha,Aurn Pandian
Aakhri Sanghursh,Action,Narendra Bedi,Vijayendra Ghatge,Kaajal Kiran,Mukesh Khanna
Aakhri Sauda: The Last Deal,Thriller,Sandeep Kumar,Tanvi Arora,Sonia Bajwa,Aaryan Chopra
Aakraman,"Drama, History, Romance",J. Om Prakash,Ashok Kumar,Sanjeev Kumar,Rakesh Roshan
Aakrandan,Drama,,,,
Aakrant,Drama,Vinod Kumar,Sadashiv Amrapurkar,C.S. Dubey,Kislaya
Aakrosh,"Crime, Drama, Music",Govind Nihalani,Naseeruddin Shah,Smita Patil,Amrish Puri
Aakrosh,"Action, Crime, Thriller",Priyadarshan,Ajay Devgn,Akshaye Khanna,Bipasha Basu
Aakrosh: Cyclone of Anger,"Action, Crime, Drama",Lateef Binny,Sunil Shetty,Shilpa Shetty Kundra,Girish Karnad
Aalaap,Sci-Fi,Manish Manikpuri,Omkar Das Manikpuri,Pitobash,Amit Purohit
Aalavandhan,"Action, Thriller",Suresh Krishna,Kamal Haasan,Raveena Tandon,Manisha Koirala
Aalha Udal,"Drama, History",Jaswant Jhaveri,Master Bhagwan,Paidi Jairaj,Jeevan
Aalwar,Action,Chella,Ajith Kumar,Asin Thottumkal,Vivek
Aamaar Bhuvan,"Drama, Family",Mrinal Sen,Saswata Chatterjee,Nandita Das,Koushik Sen
Aamdani Atthanni Kharcha Rupaiya,"Comedy, Drama, Family",K. Raghavendra Rao,A.S. Ravindra Babu,Govinda,Juhi Chawla
Aamir,"Action, Crime, Drama",Raj Kumar Gupta,Rajeev Khandelwal,Aishwarya,Vasan Bala
Aamna Saamna,Animation,Rajiv Chilaka,Jigna Bhardwaj,Rajesh Kava,Sabina Malik
Aamne - Saamne,"Crime, Mystery, Romance",Suraj Prakash,Shashi Kapoor,Sharmila Tagore,Prem Chopra
Aamne Samne,"Action, Crime, Drama",Ashim S. Samanta,Mithun Chakraborty,Bindiya Goswami,Arti Gupta
Aamras: The Sweet Taste of Friendship,Drama,Rupali Guha,Vega Tamotia,Ntasha Bhardwaj,Maanvi Gagroo
Aamrityu,Drama,Arup Manna,,,
Aan Aur Shaan,Drama,Ravi Tandon,Rishi Kapoor,Moushumi Chatterjee,Shammi Kapoor
Aan Baan,Drama,Prakash Mehra,Rajendra Kumar,Rakhee Gulzar,Kumkum
Aan Baan,Romance,D.D. Kashyap,Ajit,Nalini Jaywant,Mahipal
Aan Milo Sajna,"Drama, Musical, Romance",Mukul Dutt,Rajesh Khanna,Asha Parekh,Vinod Khanna
Aan: Men at Work,"Action, Crime, Drama",Madhur Bhandarkar,Akshay Kumar,Shatrughan Sinha,Sunil Shetty
Aanch,Drama,Rajesh Ram Singh,Arun Bakshi,Suchindra Bali,Poonam Jhawer
Aanchal,"Action, Drama, Family",Anil Ganguly,Rajesh Khanna,Rakhee Gulzar,Rekha
Aanchal,"Drama, Family",Vasant Joglekar,Ashok Kumar,Nirupa Roy,Nanda
Aanchal Ke Phool,Drama,Karunesh Thakur,Sajjan,Kamini Kaushal,Dev Dutt
Aandha Intaquam,Action,Swaroop Kumar,Shanti Priya,Ronit Roy,Tapasya
Aandhi,"Drama, Romance",Gulzar,Suchitra Sen,Sanjeev Kumar,Om Shivpuri
Aandhi,Drama,T.R. Sundaram,,,
Aandhi Aur Toofan,"Action, Adventure, Romance",Mohammed Hussain,Dara Singh,Mumtaz,Kamran
Aandhi-Toofan,Drama,Babbar Subhash,Shashi Kapoor,Hema Malini,Danny Denzongpa
Aandhiyan,Drama,Chetan Anand,Dev Anand,Nimmi,Kalpana Kartik
Aandhiyan,Drama,David Dhawan,Mumtaz,Prasenjit Chatterjee,Madhushree
Aangan,"Music, Romance",O.P. Dutta,Agha,Ameeta,Rehman
Aangan,"Drama, Family",Nasir Hussain,Farida Jalal,Ashim Kumar,Leela Mishra
Aangan Ki Kali,"Drama, Family",Harsh Kohli,Rakesh Roshan,Lakshmi,Prema Narayan
Aani Maani,Drama,Fahim Irshad,Farrukh Seyer,Priyanka Verma,Neha Singh
Aankh Ka Nasha,,J.J. Madan,Khurshid Begum,Mukhtar Begum,Jehanara Kajjan
Aankh Ki Sharm,,Balwant Bhatt,Prithviraj Kapoor,Trilok Kapoor,Kaushalya
Aankh Micholi,Family,Ramanna,Rakesh Roshan,Bharti,Om Prakash
Aankh Micholi,"Comedy, Family",Umesh Shukla,Paresh Rawal,Sharman Joshi,Abhimanyu Dasani
Aankh Michouli,,R.S. Choudhury,Nalini Jaywant,,
Aankhein: The Third Eye,Action,Nassar,Sada,Srikanth,
Aankhen,"Action, Comedy, Crime",David Dhawan,Govinda,Chunky Panday,Raj Babbar
Aankhen,"Drama, Family",Devendra Goel,Shekhar,Bharat Bhushan,Nalini Jaywant
Aankhen,"Crime, Drama, Thriller",Vipul Amrutlal Shah,Amitabh Bachchan,Akshay Kumar,Sushmita Sen
Aankhen 2,Thriller,Abhinay Deo,Amitabh Bachchan,Sidharth Malhotra,
Aankhin Dekhi,Drama,Rajinder Singh Bedi,Suresh Bhagwat,Bhanumati,Bipin Gupta
Aankhon Aankhon Mein,"Drama, Romance",Raghunath Jhalani,Rakhee Gulzar,Rakesh Roshan,Achala Sachdev
Aankhon Mein Sapne Liye,Romance,Nilu Gavankar,Usha Bachani,Janina Gavankar,Cleo Isaacs
Aansoo,Drama,Shanti Kumar,Kamini Kaushal,Kumkum,Madan Mohan
Aansoo Aur Muskan,"Comedy, Drama, Family",P. Madhavan,Hema Malini,Parikshit Sahni,Jagdeep
Aansuon Ki Duniya,,Anand Prasad Kapoor,Anwari,Sarla,Surendra
Aantiya,Drama,Hiren Goswani,Dixita,Anant Galvi,Raj Goswami
Aao Baby Pyar Karen,Romance,,,,
Aao Hum Saath Chalein,Romance,,,,
Aao Jao Ghar Tumhara,Drama,Murlidhar Kapdi,Agha,Birbal,Chandrashekhar
Aao Khelein Gilli Danda,Drama,Faheem Chaudhry,Sonal Jha,Omkar Das Manikpuri,Rajesh Jais
Aao Milkar Gaen,Documentary,Pramod Pati,,,
Aao Pyaar Karen,"Drama, Romance",R.K. Nayyar,Joy Mukherjee,Saira Banu,Sanjeev Kumar
Aao Pyaar Karen,Drama,Prakash Verma,Anita Advani,Radhika Bartake,Benjamin Gilani
Aao Pyaar Karen,Romance,Ravindra Peepat,Saif Ali Khan,Shilpa Shetty Kundra,Somy Ali
Aao Wish Karein,"Comedy, Family, Fantasy",Glen Barreto,Aftab Shivdasani,Aamna Sharif,Rati Agnihotri
Aap Aye Bahaar Ayee,"Comedy, Drama, Romance",Mohan Kumar,Rajendra Kumar,Sadhana,Prem Chopra
Aap Beati,"Drama, Family",Mohan Kumar,Shashi Kapoor,Hema Malini,Ashok Kumar
Aap Beeti,Drama,Kumar,Agha,Ajit,Khurshid Begum
Aap Jaisa Koi,Musical,Ruslaan Mumtaz,,,
Aap Ka Pyar,Romance,Baby Bulbul,Devesh,Jiteshwari,Ritu Khanna
Aap Ke Deewane,Romance,Surendra Mohan,Jeetendra,Rishi Kapoor,Tina Ambani
Aap Ke Saath,Drama,J. Om Prakash,Smita Patil,Anil Kapoor,Rati Agnihotri
Aap Ki Kasam,"Romance, Drama",J. Om Prakash,Rajesh Khanna,Mumtaz,Sanjeev Kumar
Aap Ki Khatir,"Action, Comedy, Drama",Sudhendu Roy,Vinod Khanna,Rekha,Nadira
Aap Ki Khatir,"Comedy, Romance",Dharmesh Darshan,Akshaye Khanna,Priyanka Chopra Jonas,Ameesha Patel
Aap Ki Marzi,,Sarvottam Badami,Khurshid Begum,Sabita Devi,Sunalini Devi
Aap Ki Parchhaiyan,"Drama, Family, Romance",Mohan Kumar,Dharmendra,Supriya Choudhury,Vijayalaxmi
Aap Ki Sewa Mein,,Vasant Joglekar,Nimbalkar,,
Aap Mujhe Achche Lagne Lage,"Action, Drama, Romance",Vikram Bhatt,Hrithik Roshan,Ameesha Patel,Kiran Kumar
Aap Se Pyar Hain,Romance,Ayush,,,
Aap Se Pyar Hua,Romance,P. Sharma,Rita Anchan,Satish Kaul,Sona
Aap To Aise Na The,"Romance, Drama, Family",Ambrish Sangal,Raj Babbar,Ranjeeta Kaur,Deepak Parashar
Aapa Akka,Drama,Mandakini Mathur,Sohail Mokashi,Satyajit Kadam,
Aapas Ki Baat,"Action, Romance",Harmesh Malhotra,Poonam Dhillon,Raj Babbar,Shakti Kapoor
Aapko Pehle Bhi Kahin Dekha Hai,"Action, Comedy, Drama",Anubhav Sinha,Priyanshu Chatterjee,Sakshi Shivanand,Farida Jalal
Aaplee Maanse,Drama,Sanjay Soorkar,Prashant Damle,Mohan Joshi,Sudhir Joshi
Aar Paar,Action,Shakti Samanta,Mithun Chakraborty,Rozina,Utpal Dutt
Aar Paar: The Judgement,Action,Genelia D'Souza,Nitin Kumar,Pradeep Singh Rawat,
Aar Ya Paar,Thriller,Ketan Mehta,Jackie Shroff,Deepa Sahi,Ritu Shivpuri
Aarakshan,"Drama, Thriller",Prakash Jha,Amitabh Bachchan,Saif Ali Khan,Manoj Bajpayee
Aaram,Romance,D.D. Kashyap,Dev Anand,Madhubala,Talat Mahmood
Aarambh,Drama,Gyan Kumar,Saira Banu,Kishore Namit Kapoor,Ravi Kumar
Aaravalli,Horror,Varalakshmi G.,,,
Aarilirunthu Arubadhuvarai,Drama,S.P. Muthuraman,,,
Aarohi,Romance,Kishore Kapoor,Vipin Kapoor,Rakesh Pandey,Rama Vij
Aarop,Drama,Atma Ram,Vinod Khanna,Saira Banu,Vinod Mehra
Aar-Paar,"Musical, Romance, Thriller",Guru Dutt,Shyama,Guru Dutt,Jagdish Sethi
Aarti,"Family, Musical, Romance",Phani Majumdar,Ashok Kumar,Meena Kumari,Pradeep Kumar
Aarti,,Ramchandra Thakur,Kanhaiyalal Chaturvedi,Surendra,Vanamala
Aarya,"Action, Drama, Romance",Balasekaran,Bhavana,Madhavan,Prakash Raj
Aarya,Romance,Mani Nair,,,
Aaryamaan,"Action, Drama, Fantasy",Mitesh Kumar Patel,,,
Aaryan Mera Naam,Action,Ramya Krishnan,Mohanlal,Balan K. Nair,Gavin Packard
Aarzoo,"Drama, Romance",Lawrence D'Souza,Madhuri Dixit,Akshay Kumar,Saif Ali Khan
Aas,Romance,Devendra Goel,Kamini Kaushal,Shekhar,Om Prakash
Aas,Romance,,,,
Aas Aur Pyaas,Drama,K.C. Agarwal,Girish Karnad,Nutan,Rameshwari
Aas Ka Panchhi,"Family, Drama",Mohan Kumar,Vyjayanthimala,Rajendra Kumar,Raj Mehra
Aas Paas,Romance,J. Om Prakash,Dharmendra,Hema Malini,Prem Chopra
Aasha,"Comedy, Romance",M.V. Raman,Vyjayanthimala,Kishore Kumar,Pran
Aasha,"Drama, Musical, Romance",J. Om Prakash,Jeetendra,Reena Roy,Rameshwari
Aashanka,Drama,Hari Atma,Omi Kapoor,Suhaas Khandke,Meena Paliwal
Aashayein,Drama,Nagesh Kukunoor,John Abraham,Anaitha Nair,Girish Karnad
Aashiana,Drama,Mahesh Bhatt,Amit Khanna,Mark Zubair,Deepti Naval
Aashiana,"Crime, Drama, Romance",Syed Hussain,Harindranath Chattopadhyay,Ramesh Deo,Gajanan Jagirdar
Aashik Aawara,Drama,Umesh Mehra,Saif Ali Khan,Mamta Kulkarni,Mohnish Bahl
Aashiq,Romance,Hrishikesh Mukherjee,Raj Kapoor,Padmini,Nanda
Aashiq,"Action, Drama, Romance",Indra Kumar,Bobby Deol,Karisma Kapoor,Rahul Dev
Aashiq Banaya Aapne: Love Takes Over,"Drama, Romance, Thriller",Aditya Datt,Emraan Hashmi,Tanushree Dutta,Sonu Sood
Aashiq Hoon Baharon Ka,Romance,J. Om Prakash,Rajesh Khanna,Zeenat Aman,Danny Denzongpa
Aashique Mastane,Comedy,Ajay Kashyap,Maya Alagh,Vikas Anand,Mohnish Bahl
Aashiqui,"Musical, Drama, Romance",Mahesh Bhatt,Rahul Roy,Anu Agrawal,Avtar Gill
Aashiqui 2,"Drama, Music, Musical",Mohit Suri,Aditya Roy Kapoor,Shraddha Kapoor,Shaad Randhawa
Aashiqui.In,"Drama, Romance",Shankhadeep,Shubhi Ahuja,Amit Dhamija,Preeti Gandwani
Aashirwad,Drama,Hrishikesh Mukherjee,Ashok Kumar,Sanjeev Kumar,Sumita Sanyal
Aashmani Jawaharat,Drama,Sriparna Dey,Anamitra Roy,Anamitra Roy,Yovik
Aasma,"Action, Crime, Drama",Sudipto Sen,Subrat Dutta,Ameet Gaurr,Sunny Hinduja
Aasma: The Sky Is the Limit,Drama,Rohit Krishnakant Nayyar,Hrishitaa Bhatt,Seema Biswas,Nauheed Cyrusi
Aasmaan,"Drama, Family",Dalsukh M. Pancholi,Nasir Khan,Shyama,Veena
Aasmaan,"Drama, Mystery",Tony Juneja,Rajiv Kapoor,Divya Rana,Tina Ambani
Aasmaan Mahal,Drama,Khwaja Ahmad Abbas,Prithviraj Kapoor,Dilip Roy,Surekha
Aasmaan Se Gira,"Adventure, Comedy, Romance",Pankaj Parashar,Abhishek Chitlangia,Raghuvir Yadav,Anupam Kher
Aasoo Bane Angaarey,Action,Mehul Kumar,Jeetendra,Madhuri Dixit,Kiran Kumar
Aasra,"Drama, Family",Satyen Bose,Mala Sinha,Biswajit Chatterjee,Balraj Sahni
Aasra,Biography,Raj Sagar,Raj Sagar,Atul Kulkarni,Ashok Samarth
Aasra,"Drama, Family, Romance",Dinesh Chaudhary,Uttar Kumar,Dev Sharma,Devika Thakur
Aastha: In the Prison of Spring,Drama,Basu Bhattacharya,Rekha,Om Puri,Dinesh Thakur
Aatank,"Action, Thriller",Prem Lalwani,Desh Mukherjee,Nafisa Ali,Dharmendra
Aatank Hi Aatank,"Action, Crime, Drama",Dilip Shankar,Rajinikanth,Aamir Khan,Juhi Chawla
Aatank Raj,Action,R. Mittal,Mohan Joshi,Bharat Kapoor,Arshad Khan
Aathi,"Action, Drama, Thriller",Ramana,Joseph Vijay,Trisha Krishnan,Vivek
Aati... Kya!!!,Comedy,Jasbir Bijender Bhati,Vikas Kailash,,
Aatish,Action,Ambrish Sangal,Jeetendra,Neetu Singh,Dheeraj Kumar
Aatish: Feel the Fire,"Action, Crime, Drama",Sanjay Gupta,Sanjay Dutt,Aditya Pancholi,Raveena Tandon
Aatma,"Crime, Drama, Horror",Deepak Ramsay,Kapil Jhaveri,Shabana Raza,Vikram Singh
Aatma,"Drama, Horror, Thriller",Suparn Varma,Jaideep Ahlawat,Bipasha Basu,Padam Bhola
Aatma Aur Parmatma,Thriller,,,,
Aatma Aur Parmatma,Horror,Keerthi Chawla,Anant Nag,Bullet Prakash,
Aavartan,Musical,Durba Sahay,Sushma Seth,Shovana Narayan,Sunit Razdan
Aavida Maa Aavide,"Comedy, Romance",E.V.V. Satyanarayana,Nagarjuna Akkineni,Tabu,Heera Rajgopal
Aavishkar,"Drama, Romance",Basu Bhattacharya,Rajesh Khanna,Sharmila Tagore,Dina Pathak
Aawaz,Romance,Zia Sarhadi,Nalini Jaywant,Nasir Hussain,Usha Kiran
Aawaz De Kahan Hai,"Drama, Romance",Sibte Hassan Rizvi,Bindu,Annu Kapoor,Satyendra Kapoor
Aaya Hai Dulha Dulhan Le Jayega (AHDDLJ),"Family, Music, Musical",Dharmesh Tiwari,Rucha Gujrati,Amit Agarwal,
Aaya Jawani Jhoom Ke,Thriller,Silk Smitha,,,
Aaya Toofan,"Action, Adventure, Fantasy",Mohammed Hussain,Kedar Kapoor,Dara Singh,Helen
Aaya Toofan,Action,Deepak Balraj Vij,Mithun Chakraborty,Aditya Pancholi,Gulshan Grover
Aaya Yauwan Jhoom Ke,Drama,Papu Bahruz,Rajendra Gupta,Johnny Lever,Kirti Rawal
Aayaam,Drama,Mihir Kumar Sharma,Deepak Singh,Deeksha Panth,Chirag Dave
Aaye Din Bahar Ke,"Musical, Romance",Raghunath Jhalani,Asha Parekh,Dharmendra,Balraj Sahni
Aayi Tere Yaad,Drama,Krishna Naidu,Rajni Bala,Birbal,Meera
Aazaan,"Action, Musical, Thriller",Prashant Chadha,Sachiin Joshi,Candice Boucher,Arya Babbar
Aazmayish,"Action, Drama, Romance",Sachin Pilgaonkar,Sachin,Rohit Kumar Sharma,Dharmendra
Ab Ayega Mazaa,Comedy,Pankaj Parashar,Ravi Baswani,Raja Bundela,Pawan Malhotra
Ab Badla Main Loongi,Action,Hemagini,Manik Irani,Salma Nazeem,Shafiqua
Ab Bolo Har Har Mahadev,Drama,Anil Mehta,Rima N. Kapoor,Nirmal Pandey,Pushpraj Singh
Ab Dilli Dur Nahin,Drama,Amar Kumar,Master Romi,Sulochana Latkar,Lala Yaqoob
Ab Hoga Dharna Unlimited,Comedy,Deepak Tanwar,Saurabh Malik,Rekha Rana,Omkar Das Manikpuri
Ab Insaf Hoga,"Action, Drama",Harish Shah,Rekha,Mithun Chakraborty,Deepika Amin
Ab Ke Baras,"Action, Romance, Thriller",Raj Kanwar,Arya Babbar,Amrita Rao,Ashutosh Rana
Ab Kya Hoga,"Mystery, Thriller",Saawan Kumar Tak,Shatrughan Sinha,Neetu Singh,Asrani
Ab Kya Hoga,Thriller,,,,
Ab Meri Baari,Action,Bhagwan Thakur,Hemant Birje,Sudhir Dalvi,Kimi Katkar
Ab Meri Baari,Action,,,,
Ab Tak Chhappan,"Action, Crime, Drama",Shimit Amin,Nana Patekar,Revathi,Yashpal Sharma
Ab Tak Chhappan 2,"Action, Crime, Thriller",Ejaz Gulab,Nana Patekar,Mohan Agashe,Gul Panag
Ab To Aaja Saajan Mere,"Drama, Romance",Rakesh Nahata,Keshto Iqbal,Arvind Joshi,Shalini Kapoor
Ab to Jeene Do,Action,Yash Chouhan,Ishrat Ali,Sadashiv Amrapurkar,Mitwa
Ab Tumhare Hawale Watan Saathiyo,"Action, Drama, War",Anil Sharma,Sanjay Sharma,Amitabh Bachchan,Akshay Kumar
Ab Tumhari Bari,Horror,Mohan Bhakri,Rana Jung Bahadur,Sunil Dhawan,Tina Ghai
Ab Ye Galtiyan Na Ho,Romance,Masum Ali Khan,Karamveer Choudhary,Subeer Kasali,
Ab... Bas!,"Romance, Thriller",Rajesh Kumar Singh,Chetanya Adeep,Shawar Ali,Arun Bakshi
Abala,Drama,Vasant Kumar Goni,Girish Karnad,Asha Lata,Sheela Sharma
ABCD (Any Body Can Dance),"Drama, Music",Remo D'Souza,Prabhu Deva,Ganesh Acharya,Kay Kay Menon
Abdul Qayyoom Khan,Drama,,,,
Abdulla,,Aakkoo,Ajit,Helen,Mahipal
Abdullah,"Action, Drama, Romance",Sanjay Khan,Raj Kapoor,Sanjay Khan,Sanjeev Kumar
Abe Hayat,Drama,Krishna Gopal,Ali Athar,Bachan,Nazir
Abe Hayat,"Action, Adventure, Fantasy",Ramanlal Desai,Prem Nath,Ameeta,Shashikala
Abhagin,,Prafulla Roy,Molina Devi,Prithviraj Kapoor,Vijay Kumar
Abhay,Fantasy,Annu Kapoor,Ankit Desai,Benjamin Gilani,Eka Lakhani
Abhi Abhi,Romance,Rajaram,Soorya,Rubaina Khan,Mohnish Bahl
Abhi Kal Hi Ki Baat Hai,Documentary,Clement Baptista,,,
Abhi To Jee Lein,"Action, Drama, Thriller",Roshan Taneja,Jaya Bachchan,Danny Denzongpa,Simi Garewal
